client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
027ed28bfbbb547f3806c1666e8f42e4edb2e9b3a2eaad1bfc77f529c5f10dae306c7b1e81cc0a6345cbec202feaf636872553b52f370f342080db0663964d91	common_voice_en_27339712.mp3	a967fb1012d7ed65871a197d9f06f541a97145a146fb3c98a94b58be38bb4f34	He taught there for the rest of his active career.		2	1					en	
027f47886e52827957ac43dd18988b24e6b3801c92ca7c2cdb9cc4eb79646684fcbf72c621a6330c8c3f7992583e0cc5b1b729ed9f67e3c5ab98d621dd5289db	common_voice_en_137647.mp3	6c9d1ab0d24e813ddff1694b0dba687fb5e0f48d36f6d782efd249d71020b048	How much is it worth?		3	0					en	
027ff33babc8309251e82e81eac9e297bdd561b7fe816b3a439914f7b287833c5c11d0d5f8d0783f942887c4eab71024f5b6450b7ac877e5876875bc7b9fff93	common_voice_en_565004.mp3	711a55f515f17ae32be1053282c3272db18b18bdc8183cee72966f199ac4bf29	Will it be hotter on the Isle of Man at lunch?		2	0					en	
027ff33babc8309251e82e81eac9e297bdd561b7fe816b3a439914f7b287833c5c11d0d5f8d0783f942887c4eab71024f5b6450b7ac877e5876875bc7b9fff93	common_voice_en_565006.mp3	c0f0d65c0796ad3876336b1d1c353cae17234624e2d4ff3fbd489b99e51eb9d4	I wonder if Ernie's still here with his taxicab?		2	0					en	
0293412ec62226570b4d5134f21e87db03179a3a9328d8f8d3d832348bda93be676214b4a582ca7cdfeaa298206db04da32286444cafe2fc6c46a42dc10f6fc5	common_voice_en_20873735.mp3	4402a4fe991cf9d725acdde5d3c879e5c3dfb16e9ee4d3f3dfae72e685ae4461	Chizarira is also home to the Taita falcon which breeds within the Park.		2	0					en	
0293412ec62226570b4d5134f21e87db03179a3a9328d8f8d3d832348bda93be676214b4a582ca7cdfeaa298206db04da32286444cafe2fc6c46a42dc10f6fc5	common_voice_en_20873737.mp3	441d251534ca4d3925e2b42e6b30f196c92839a486f3738c75b2f56148cbf24b	The examples included above are by no means comprehensive.		2	0					en	
0293412ec62226570b4d5134f21e87db03179a3a9328d8f8d3d832348bda93be676214b4a582ca7cdfeaa298206db04da32286444cafe2fc6c46a42dc10f6fc5	common_voice_en_20873738.mp3	4402ce498e67bb7950d93e54ffda5887e8d1e603ec17c6b802138dfee3519816	Sony Pictures Television International now operates in-name-only.		2	0					en	
02989caf9972c52df171813798df5c6f4043af96657d32903e38bef61997880529bc7ad0286f4503c89cfd37ee2e3b5f129c7768f6c5404399c6532dd52b1943	common_voice_en_35387333.mp3	c6f0d62e5af6001856b6adcce2e7d2a952555e9f2084a92b1712723be214438b	No one else could claim that.		2	0					en	
02989caf9972c52df171813798df5c6f4043af96657d32903e38bef61997880529bc7ad0286f4503c89cfd37ee2e3b5f129c7768f6c5404399c6532dd52b1943	common_voice_en_35387335.mp3	c6e3fed48ca56c4f4e37a293ad4216847cfc88f5543237c7733bd8dbefff32bd	Hence, most experiments on the ionosphere give only small pieces of information.		2	0					en	
02989caf9972c52df171813798df5c6f4043af96657d32903e38bef61997880529bc7ad0286f4503c89cfd37ee2e3b5f129c7768f6c5404399c6532dd52b1943	common_voice_en_35387338.mp3	c6ee70e32b391830e3c22f7ddaf887f04c1d5a030566685bf7ce1dd4735e9d61	She was the fifth ship to be named Charleston for Charleston, South Carolina.		2	0					en	
02ac89fd3adb6d2a5483ccf3f7d04fc4463d2dfd30b3f30375d2f69f074360186942fe63993e96cf5af9f17f70616b9139122277f2fab93eb9956601d639b7bb	common_voice_en_31460308.mp3	4b3d9e64d8a12500f2ddcfc2e9b26ab454a1725e9443decfd6d7bd51777c7a77	She holds multiple patents in pulse oximetry and signal processing.		4	2			United States English		en	
02ac89fd3adb6d2a5483ccf3f7d04fc4463d2dfd30b3f30375d2f69f074360186942fe63993e96cf5af9f17f70616b9139122277f2fab93eb9956601d639b7bb	common_voice_en_31460309.mp3	4bd54ec2ea9b7791e13d9b8956d4d68f1646099d109022c707d46fc30cfb2491	They also had the support of the Dutch military.		4	2			United States English		en	
02ac89fd3adb6d2a5483ccf3f7d04fc4463d2dfd30b3f30375d2f69f074360186942fe63993e96cf5af9f17f70616b9139122277f2fab93eb9956601d639b7bb	common_voice_en_31460312.mp3	4bf54ab2af1bc4054b6736f5d71462a702440e08a561185b7f03d3fe82d574f6	They are the only surviving members of the expedition.		4	0			United States English		en	
02ba7781862c511386b8a8b95ce3dfbd1aa2756df086c857f3ae0d700d48bdc01e2afe92ae9121928f01ceb353fb44396d360bf80012465bf8a81352a176075a	common_voice_en_29179180.mp3	bfd6d2a8cb78c0fbaf48c0b37f10d056946cc7bb712868c3ba0aaef33c504c69	Hart became a tag team champion with Chris Benoit.		2	0					en	
02ba7781862c511386b8a8b95ce3dfbd1aa2756df086c857f3ae0d700d48bdc01e2afe92ae9121928f01ceb353fb44396d360bf80012465bf8a81352a176075a	common_voice_en_29179182.mp3	bfc932cc920ccb93d4cc6156e412a77ffa007ac0baee7bf0e1c36bb75456c492	Born Edan Portnoy to middle class, immigrant parents, he grew up in Rockville, Maryland.		2	0					en	
02ba7781862c511386b8a8b95ce3dfbd1aa2756df086c857f3ae0d700d48bdc01e2afe92ae9121928f01ceb353fb44396d360bf80012465bf8a81352a176075a	common_voice_en_29179184.mp3	c00a2b359ce8f080d970a950858fc4c7a10d2e6172ef68c7cf04c502a29f7201	The ingredients are mixed and pounded in a mortar.		2	1					en	
02cbc0df4fb2d875bac4dcdfeda860ec0f3f1f326a70fc5619813e5028b46f8d16b7800fc06137b4643938a5fb9c841c814b380b9e13192ebd8b8a04b49e9cb5	common_voice_en_19717719.mp3	20d81b85f6d79a716da323078e08c745ae0396d6474410fda34ed7caf07bdfe6	Carr's business in McClenny was in sawmills, turpentine, lumber and land.		2	0					en	
02cbc0df4fb2d875bac4dcdfeda860ec0f3f1f326a70fc5619813e5028b46f8d16b7800fc06137b4643938a5fb9c841c814b380b9e13192ebd8b8a04b49e9cb5	common_voice_en_19717720.mp3	20c4381fe62842a5652b1132305151b526352d182ce2a834a3ab1cf8aad9a08c	Kalimotxo is served in bars in short glass tumblers.		2	0					en	
02cbc0df4fb2d875bac4dcdfeda860ec0f3f1f326a70fc5619813e5028b46f8d16b7800fc06137b4643938a5fb9c841c814b380b9e13192ebd8b8a04b49e9cb5	common_voice_en_19717722.mp3	20b3078dd7b40fc92f36e5558d641f6205291e07225608f97f3cadda7d265712	It seemed so close to her.		2	0					en	
02d0079bb358984f83f9b9241472382a2eba4f5051dd188f1eb324d31e97ec5b8bdbbb5ba5362c7fb9c2409e746eac9559fb169f64f6f11326a732637b959a1e	common_voice_en_19698344.mp3	1fac0517d3bb3bcf227d8f309b08fe7b9a8479113b387b0c4a2e9bf121b95ebd	Chaplin composed the music, inspired by Leoncavallo's "I Pagliacci".		2	0					en	
02d0079bb358984f83f9b9241472382a2eba4f5051dd188f1eb324d31e97ec5b8bdbbb5ba5362c7fb9c2409e746eac9559fb169f64f6f11326a732637b959a1e	common_voice_en_19698345.mp3	1fadb605c652a52993be3355be08680b50a45adfc554f6d99400614cb54e1e91	Port-de-Paix is served by Port-de-Paix Airport.		2	0					en	
02d0079bb358984f83f9b9241472382a2eba4f5051dd188f1eb324d31e97ec5b8bdbbb5ba5362c7fb9c2409e746eac9559fb169f64f6f11326a732637b959a1e	common_voice_en_19698347.mp3	1fc59b90c14b740cbfc758d6f3d9a681915d3c5563ec3cebeb48da4381e495f7	Regular semantics are defined for a variable with a single writer but multiple readers.		2	0					en	
02db6434275133df0c23a4adcd81f00a643887ff9355b49cab7da96b8bd3dfa0b84fc855c39d395a0f7f9c8a4a33b4ee10e0675a882b91201d606457ae7ae728	common_voice_en_484842.mp3	888efb17f1509ee72585e5ddec73909fc8a808903848173b6e4a15564872bc2d	That's why Burns is here.		2	1					en	
02db6434275133df0c23a4adcd81f00a643887ff9355b49cab7da96b8bd3dfa0b84fc855c39d395a0f7f9c8a4a33b4ee10e0675a882b91201d606457ae7ae728	common_voice_en_484843.mp3	f5fcf60bf5a6f1dd82195c553df9ee2d13238c2e36272f1f7c5cd679ea0d95dd	I felt a chill down my spine.		2	0					en	
02dbefa5693350b10ae0587c7632ea01ea847c704d84eb5165bf63995d3aac7ea8b7eb21fd277da0d670c3ec8ff58f057d8520f218939571993f7f18791d4774	common_voice_en_31654618.mp3	513d7fe3936578e451decef89e3e018027b976de8abd07fd156fdb3f454e59bb	His hands were cut off and his wounds were salted.		2	1	twenties	male_masculine			en	
02dbefa5693350b10ae0587c7632ea01ea847c704d84eb5165bf63995d3aac7ea8b7eb21fd277da0d670c3ec8ff58f057d8520f218939571993f7f18791d4774	common_voice_en_31654621.mp3	518db979d161bb1f49e69f12b0842e1b2ae1756cec832562b144776178916e20	He was then sent to Walterboro Army Airfield.		2	0	twenties	male_masculine			en	
02dbefa5693350b10ae0587c7632ea01ea847c704d84eb5165bf63995d3aac7ea8b7eb21fd277da0d670c3ec8ff58f057d8520f218939571993f7f18791d4774	common_voice_en_31654622.mp3	5208f6591967b42616635e85807de868a108a780febf09fbb7f86d98ef84ec0c	At one stage he became the head of the mathematics department at Jagannath College.		2	0	twenties	male_masculine			en	
02e6aa7510b79dc21074e9dd3feff25f623ddbc0bae71d32053cb8b3fb9cf5c0c49e33709f1d9cb077f9f13efbcbaacfe99d82adbc64dd8c276bca477f803b70	common_voice_en_149351.mp3	aa7189e317c2f14e70c8276abde2fa0eae8fb0995e31d979b2d5143fe2ec2c84	You brought a new feeling into my crystal shop.		2	1					en	
02ea9f737bb0181d389b230678aef688acc6ddc49aaab039817f4a25649a1c3824646e64bdd663387d0b2442f33cdba193bb7beda7c224d6f51717b1bbfb4529	common_voice_en_283685.mp3	528f0641276a31ccc17300612edd286f48eac517cf01bd278f9498c059379755	Wipe the grease off his dirty face.		2	0					en	
02ef1aa579a5e8c9175b1a42c977335bf119d547fca60c665fa403b602921bfebe1b937a96644dca9d1cfd92f552275736aa7dcf5347b48a162777ad2f65b123	common_voice_en_34133598.mp3	b5e2077ac1012eda826d53f0ce346dd2cb2b8b9e93011222045978a4a5b5d96c	They were Unitarians.		2	0					en	
02ef1aa579a5e8c9175b1a42c977335bf119d547fca60c665fa403b602921bfebe1b937a96644dca9d1cfd92f552275736aa7dcf5347b48a162777ad2f65b123	common_voice_en_34133600.mp3	b6882963bc3b32053f28057cf4818a9d6ae8f0fdf2e85ef4a14280d23d04dbc7	Sedgwick was the brother of author Catharine Sedgwick.		2	0					en	
02ef1aa579a5e8c9175b1a42c977335bf119d547fca60c665fa403b602921bfebe1b937a96644dca9d1cfd92f552275736aa7dcf5347b48a162777ad2f65b123	common_voice_en_34133602.mp3	b63e317d6c0d65d68d84d814a22c63df093b164c84d027170698d667c7393881	Nepal Army organizes the parade and competitions.		2	0					en	
02f0df92ad9bd0aafdfc2ac5a74859d9ec3f3af2bbfcb3b02d61b45702216ce79324ced334aed28b0ecc22a107c5dd7ec2b01638dfb88997482d8e0355129fe5	common_voice_en_19327112.mp3	12dadcb164112ac0f6c4b144cd47c02421be688dc050a3bbbadfcf0ac622e153	Music" and "AskMen" as an all-time "summer anthem.		2	0					en	
02f0df92ad9bd0aafdfc2ac5a74859d9ec3f3af2bbfcb3b02d61b45702216ce79324ced334aed28b0ecc22a107c5dd7ec2b01638dfb88997482d8e0355129fe5	common_voice_en_19327126.mp3	12bee8bbce43d623fb2e099d102e8c66985ff8c1f49aeea40a18f6b5c26d31cf	This behavior is relevant to cement pastes.		2	0					en	
02f0df92ad9bd0aafdfc2ac5a74859d9ec3f3af2bbfcb3b02d61b45702216ce79324ced334aed28b0ecc22a107c5dd7ec2b01638dfb88997482d8e0355129fe5	common_voice_en_19327132.mp3	12849fb93d527173d0bfa150a4855afde51ac724c7ec0a9bb1ab066948e7873b	It had a distribution deal with Decca Records.		2	0					en	
02f47c519bda5dc4843a00cb2b61ea056dfe8b05cbdf01d876c7d68bf7347b973c5fb7b4b91df321ef49a102f1e331596985f1ebd7ac83f2ed03df77663879d2	common_voice_en_63838.mp3	19f3764cb951916d32181f57bcd9d286a3d72ea99dd5e3ca692bb6883b2bf7ca	The autonomous ship floated closer to receiving its flying cargo.		2	0					en	
02f47c519bda5dc4843a00cb2b61ea056dfe8b05cbdf01d876c7d68bf7347b973c5fb7b4b91df321ef49a102f1e331596985f1ebd7ac83f2ed03df77663879d2	common_voice_en_63839.mp3	7cd88fc8565d57a28cdc19001bb86d827419364b4dccb231078810067e3a9a5d	Are you sure you're comfortable?		3	0					en	
02fb83d7d4ae6c775ae663cbab22cefd2c99e28e01ca189d7225e8dc9b5f1201da478d3a2814fa6fe5a93d076d1e4ae37a676d6fd62cb9584ce36667adcee91d	common_voice_en_24231498.mp3	7f492b0687a240c4bbb4eeef79d4205d3ef5c17c753c99829de17d68228a3086	However, many local residents pronounce the city's name "Aw Claire".		2	0					en	
02fb83d7d4ae6c775ae663cbab22cefd2c99e28e01ca189d7225e8dc9b5f1201da478d3a2814fa6fe5a93d076d1e4ae37a676d6fd62cb9584ce36667adcee91d	common_voice_en_24231499.mp3	7f4973de2d2d6de2980c6b58a70a6e17f4bc7316427e463152a1932cb9d89707	The following paragraph names Thomas Aquinas as the preeminent example of scholasticism.		2	0					en	
02fb83d7d4ae6c775ae663cbab22cefd2c99e28e01ca189d7225e8dc9b5f1201da478d3a2814fa6fe5a93d076d1e4ae37a676d6fd62cb9584ce36667adcee91d	common_voice_en_24231500.mp3	7f3cd74bbddc515d463623b64b8ff0b9fed899f247a06999aeece0d3eb2cbd86	The lunar crater Fesenkov is named after him, as is a crater on Mars.		2	1					en	
030dee5546982bb142a0fdaba2f479ca28c4a9e4c20dd86a1ac35fcfea627f53f110cb5786b29ba46fee8d5ebe9300de04ea3f3038e17e0c0dff64cffc42a70f	common_voice_en_11289258.mp3	58826eb6f6613a63677733dd91091acfaf176da2537665531057d8ed7bdd65d7	He washed the detritus from his hair.		2	1					en	
030dee5546982bb142a0fdaba2f479ca28c4a9e4c20dd86a1ac35fcfea627f53f110cb5786b29ba46fee8d5ebe9300de04ea3f3038e17e0c0dff64cffc42a70f	common_voice_en_11289259.mp3	ab272d711e115b468b7f76a630aaed88b6308f64eed4bd56d250763548a97c6c	The clock was slightly askew.		2	0					en	
030dffd7773324c6f05172d1f4fce2e6be9fa9f85223a880e778661b81b7df511f95dd90ea3386edffdbaeb711d920f6480b1aacc55effe46f9bbd4bae085404	common_voice_en_20234883.mp3	33fe6e990681245a03176828dbc892b743d7f2eca00a458e2af77d2b3e823721	The following season, Roy and Rocky resolved their differences.		2	0					en	
030dffd7773324c6f05172d1f4fce2e6be9fa9f85223a880e778661b81b7df511f95dd90ea3386edffdbaeb711d920f6480b1aacc55effe46f9bbd4bae085404	common_voice_en_20234884.mp3	34003907e08922edb4f635ffe814305672df0e04de1d99445dba1d8fa1e7aae3	First he travelled to Kilkenny to visit his great friend and opponent Jim Langton.		2	0					en	
030dffd7773324c6f05172d1f4fce2e6be9fa9f85223a880e778661b81b7df511f95dd90ea3386edffdbaeb711d920f6480b1aacc55effe46f9bbd4bae085404	common_voice_en_20234885.mp3	3405835d349a4cb414b0413ee885327ac1d3eb353a1f5e70fc1e7ee1d824709c	"The Paw Print" is an independent publication of Wilde Lake High School.		2	0					en	
030e18361c6f9506b86215891b722f6d9b3b3e48be2cdafe5279e6cd13f995170bb32682e128a342c217a9b69b6f85800539f44946e5c6374046c851cbfae6e1	common_voice_en_35273537.mp3	c62b1b83cc6b170509540a1fd756f8c7bea135f842c6e0c26495dc85b00799bc	The Rotuma Group comprises a Dependency of Fiji.		2	0					en	
030e18361c6f9506b86215891b722f6d9b3b3e48be2cdafe5279e6cd13f995170bb32682e128a342c217a9b69b6f85800539f44946e5c6374046c851cbfae6e1	common_voice_en_35273538.mp3	c6316c4c7795af40f688e8ee8c1356a2177ff620a6230fb33214b899d25e1958	The game was also released on the N-Gage.		2	0					en	
030e18361c6f9506b86215891b722f6d9b3b3e48be2cdafe5279e6cd13f995170bb32682e128a342c217a9b69b6f85800539f44946e5c6374046c851cbfae6e1	common_voice_en_35273564.mp3	c631223af08c64abd9d8874844639b962f2550c6d340e319b05b02726fefe803	He married Margaret, daughter of Richard Scrope.		2	0					en	
030f81b1c14193e58b219a18e3acb3811c2f64b99794b71291b4ce3570b749f415b2807cf5eb9a32de05eebfce4fe119ee09f2f828b39f5c4bb7b6d21aa2fc88	common_voice_en_605761.mp3	d30dbd9fc846d405aba99a6bbba39c0c59003a8d61ac4afce26deb9579a702d3	Will you put that thing away!		2	1					en	
031ccb9ced0c027ef2e4ca99cbb0ea59cbc47f26b21e549dd711d39228e7e0ac2fae0a2119789fda70bffd2e8fae80cccaaf510292845e234a6ba378c221a7eb	common_voice_en_19672057.mp3	1dfa298d8b03cf34bd1dd2741b4cd2f1d57586ea855a64f4387e97844ea598e6	The Watchungs are basalt uplifts, geologically similar to the Palisades along the Hudson river.		2	1					en	
031ccb9ced0c027ef2e4ca99cbb0ea59cbc47f26b21e549dd711d39228e7e0ac2fae0a2119789fda70bffd2e8fae80cccaaf510292845e234a6ba378c221a7eb	common_voice_en_19672064.mp3	1df119092fec1f44a7a1ef0f0a74c7af3e507180792eec5ae5dcc3d442f384da	Chinatown has the highest number of automobile-pedestrian collisions in the City of Oakland.		2	0					en	
031ccb9ced0c027ef2e4ca99cbb0ea59cbc47f26b21e549dd711d39228e7e0ac2fae0a2119789fda70bffd2e8fae80cccaaf510292845e234a6ba378c221a7eb	common_voice_en_19672068.mp3	1dec94995da63a420ee10b30079876c047358e0fa7961ca7e13116d78dd03ce6	His son Aarre Merikanto is one of the most notable Finnish composers.		2	0					en	
03264e09ab1b96401aa8138b84ef5d0c5672470703bab93d2869a4a432990db661393743924f1be9c612dd0c7aad59a158946fe659873dbdf206d2e37a5cc0c3	common_voice_en_17300222.mp3	504c63bd4cda55a4203a50e2ec32c90e9e816a8550e1aacb895aefe09b6546cd	Kidneys are transplanted often, because every healthy person has two of them.		2	0					en	
0332e7147236c83c51642ae8b1d7a1d30a273f42da26b05a2de2284de977734bda2b9d4942629364d41a133025aa740cb7c1f302a3f87a266d0714cebd260421	common_voice_en_18009689.mp3	a63346c757ea36e52ab4416a36fe8af0d8c296913d7db3309ce4526736702579	Just as I thought!		2	0	teens	male_masculine	United States English		en	
0332e7147236c83c51642ae8b1d7a1d30a273f42da26b05a2de2284de977734bda2b9d4942629364d41a133025aa740cb7c1f302a3f87a266d0714cebd260421	common_voice_en_18009693.mp3	012f88ec80ad7ef73382b1e4f86651199f2b05c7db91e786f85cda1066961deb	That is all I know.		2	0	teens	male_masculine	United States English		en	
0337da8ab65363b54c237c978c57624c03d7e4d31827afa5db013f4fcd456fc8354dba1db43ad46c788e7d72c0285801b9de57bcbd9d7a71c22dbf5db9ca20aa	common_voice_en_12274.mp3	7ced7b521cd577943659b0c83ad0df853ec94fd14e5b6dfe15d98346495f674a	Gentlemen of the Press!		4	0					en	
0337da8ab65363b54c237c978c57624c03d7e4d31827afa5db013f4fcd456fc8354dba1db43ad46c788e7d72c0285801b9de57bcbd9d7a71c22dbf5db9ca20aa	common_voice_en_12275.mp3	c97279f8ebfc9eed8f7288118afaf5b9aeaeb099a973cabf8e9bf6c49aee4220	All the birds began to sing at the first light of dawn.		3	0					en	
034085eb983b380caf81f5709e1818d7d0297b4d40773c4ee1c5a52979226f232413757fd321c7209f09a3005bfc57f07c8765808c9180a36563cf8f57229ef3	common_voice_en_19819.mp3	2d3e133b5fd501c100445a25dff3d509a18406ca8ab6d555359f981fbcf18e1c	The next day, the boy returned to the well, hoping to see the girl.		6	3					en	
034289b17e28c40089b7b5e09ac0064f6637a209d8e2537adbc3a1ae5b97d3733e6d2052b985e9644fa4d952672dbb8046675145f51add97e253f78fb34b3013	common_voice_en_624603.mp3	381f77ca5eeb18bd761ac0d05e5d64b662401fc7d89f31a0335f02e52776e157	The presented method can be applied to more realistic scenarios with a fixed camera.		2	0					en	
034289b17e28c40089b7b5e09ac0064f6637a209d8e2537adbc3a1ae5b97d3733e6d2052b985e9644fa4d952672dbb8046675145f51add97e253f78fb34b3013	common_voice_en_624604.mp3	9e1efca262136f3e0c254a8179b93459b4f50864fe2bf8614e1417543ce6a528	You ain't gonna ruin this heist!		2	0					en	
0344ba5a9dc8873d62487dd3e513ee001b3003f56c12b0761e541e33a332b04bf5950ea9b67cc0a374e04aca0eb06967f855bfd91c705043853247774b658cba	common_voice_en_25896829.mp3	00d20d1fb86560a1fae2469472a61c619c8a9b242c91d277d802405bc9def6b4	District in the Donaupark a statue of and a plaque for Simón Bolívar.		2	0					en	
0344ba5a9dc8873d62487dd3e513ee001b3003f56c12b0761e541e33a332b04bf5950ea9b67cc0a374e04aca0eb06967f855bfd91c705043853247774b658cba	common_voice_en_25896830.mp3	00dafffab20539b228c25c72a54e37e13b9f256b5cabf800d42b53f48bda95af	Respect for human rights will be fully guaranteed for all Cubans.		2	1					en	
