,filepath,text,duration
27,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00028.wav,"Джарвис, сколько ехать до вокзала?",3.900001
28,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00029.wav,"Джарвис, через сколько следующий автобус?",4.600001
29,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00030.wav,"Джарвис, сколько идти до ближайшего магазина?",3.800001
30,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00031.wav,"Джарвис, сколько будет два плюс два?",3.700001
31,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00032.wav,"Джарвис, сколько стоит bugatti?",5.000001
32,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00033.wav,"Джарвис, как называется заприсывающее устройство?",5.100001
33,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00034.wav,"Джарвис, сделай яркость клавиш на пятьдесят процентов",5.200001
34,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00035.wav,"Джарвис, скажи заряд аккумулятора",5.200001
35,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00036.wav,"Джарвис, какое сегодня число?",3.400001
36,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00037.wav,"Джарвис, какая сегодня дата?",3.700001
37,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00038.wav,"Джарвис, сколько градусов на улице?",3.800001
38,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00039.wav,"Джарвис, сколько время до полного заряда аккумулятора?",4.800001
39,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00040.wav,"Джарвис, сколько время?",3.000001
40,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00041.wav,"Джарвис, сколько сейчас время в Москве?",4.100001
41,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00042.wav,"Джарвис, Взломай пароль от вайфая",4.100001
42,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00043.wav,"Джарвис, как тебе погода на улице?",3.900001
43,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00044.wav,"Джарвис, составь план питания на неделю",4.400001
44,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00045.wav,"Джарвис, составь план тренировок на неделю",4.500001
45,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00046.wav,"Джарвис, поставь будильник",3.300001
46,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00047.wav,"Джарвис, какие поставлены будильники?",3.700001
47,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00048.wav,"Джарвис, какие стоят будильники?",4.200001
48,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00049.wav,"Джарвис, какая сейчас играет песня?",6.000001
49,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00050.wav,"Джарвис, какая играет песня?",8.000001
50,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00051.wav,"Джарвис, ответь на сообщение Семену",4.300001
51,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00052.wav,"Джарвис, отправь сообщение",3.500001
52,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00053.wav,"Джарвис, отправь сообщение маме",4.000001
53,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00054.wav,"Джарвис, позвони Семену",3.000001
54,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00055.wav,"Джарвис, позвони маме",3.600001
55,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00056.wav,"Джарвис, скачай фильм",3.200001
56,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00057.wav,"Джарвис, скачай видео",2.900001
57,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00058.wav,"Джарвис, включи режим не беспокоить",3.600001
58,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00059.wav,"Джарвис, расскажи о себе",3.400001
59,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00060.wav,"Джарвис, что ты умеешь?",3.100001
60,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00061.wav,"Джарвис, я на улице",3.100001
61,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00062.wav,"Джарвис, я пошел на улицу",3.700001
62,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00063.wav,"Джарвис, я дома",2.800001
63,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00064.wav,"Джарвис, я на тренировке",3.200001
64,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00065.wav,"Джарвис, я пошел на тренировку",3.800001
65,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00066.wav,"Джарвис, я в машине",3.300001
66,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00067.wav,"Джарвис, я пошел в машину",3.800001
67,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00068.wav,"Джарвис, я в магазине",3.400001
68,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00069.wav,"Джарвис, я пошел в магазин",3.300001
69,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00070.wav,"Джарвис, я в наушниках",3.000001
70,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00071.wav,"Джарвис, я сплю",3.400001
71,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00072.wav,"Джарвис, я пошел спать",2.800001
72,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00073.wav,"Джарвис, я проснулся",3.500001
73,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00074.wav,"Джарвис, как у тебя дела?",3.200001
74,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00075.wav,"Джарвис, ты со мной?",2.900001
75,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00076.wav,"Джарвис, я не знаю",3.100001
76,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00077.wav,"Джарвис, что делать если у меня болит?",3.900001
77,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00078.wav,"Джарвис, я сейчас включу колонку",3.800001
78,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00079.wav,"Джарвис, это моя собака лает",3.400001
79,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00080.wav,"Джарвис, расскажи что-нибудь интересное",3.968
80,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00081.wav,"Джарвис, напиши код",2.7
81,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00082.wav,"Джарвис, Даше позвони",3.0
82,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00083.wav,"Джарвис, запиши видео",2.8
83,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00084.wav,"Джарвис, закажи пиццу",3.2
84,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00085.wav,"Джарвис, Артему позвони",3.4
85,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00086.wav,"Джарвис, сделай конспект",4.0
86,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00087.wav,"Джарвис, давай поговорим",3.2
87,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00088.wav,"Джарвис, иди на обучение ",3.2
88,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00089.wav,"Джарвис, позвони Кисточке",3.1
89,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00090.wav,"Джарвис, поговори со мной",3.0
90,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00091.wav,"Джарвис, объясни подробнее",3.2
91,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00092.wav,"Джарвис, где купить машину?",3.7
92,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00093.wav,"Джарвис, я с тобой согласен",3.9
93,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00094.wav,"Джарвис, что я сейчас делаю?",3.5
94,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00095.wav,"Джарвис, какая играет песня?",3.0
95,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00096.wav,"Джарвис, как назвать собаку?",3.3
96,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00097.wav,"Джарвис, вставай на обучение",4.4
97,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00098.wav,"Джарвис, напиши небольшой код",4.1
98,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00099.wav,"Джарвис, что такое TensorFlow?",3.9
99,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_000100.wav,"Джарвис, что такое психология?",4.2
100,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00101.wav,"Джарвис, как тебе моя стрижка?",4.5
101,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00102.wav,"Джарвис, почему ты так думаешь?",3.2
102,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00103.wav,"Джарвис, давай просто поговорим",4.6
103,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00104.wav,"Джарвис, что такое криптовалюта?",4.0
104,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00105.wav,"Джарвис, почему ты так считаешь?",4.1
105,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00106.wav,"Джарвис, что такое капитализация?",4.6
106,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00107.wav,"Джарвис, напиши код для программы ",4.7
107,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00108.wav,"Джарвис, запусти песню Pharaoh Amg",4.9
108,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00109.wav,"Джарвис, прочитай сообщение от Мамы",4.1
109,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00110.wav,"Джарвис, запусти песню Бизнес Оклок",5.5
110,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00111.wav,"Джарвис, найди где купить велосипед",4.1
111,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00112.wav,"Джарвис, что будет через двести лет?",4.5
112,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00113.wav,"Джарвис, какая наука изучает космос?",4.5
113,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00114.wav,"Джарвис, поставь песню Момент Yadday",5.0
114,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00115.wav,"Джарвис, какова капитализация SpaceX?",4.7
115,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00116.wav,"Джарвис, включи песню Tory Lanez BDay",4.6
116,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00117.wav,"Джарвис, включи песню Macan Hollywood",4.3
117,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00118.wav,"Джарвис, прочитай сообщение от Артема",4.4
118,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00119.wav,"Джарвис, запиши видеосообщение Артуру ",4.7
119,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00120.wav,"Джарвис, включи песню Бардак Seventeen",3.6
120,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00121.wav,"Джарвис, включи песню Папа PussyKiller",3.7
121,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00122.wav,"Джарвис, подробно расскажи про PyTorch",3.7
122,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00123.wav,"Джарвис, закажи роллы на три часа ночи",3.9
123,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00124.wav,"Джарвис, какие у тебя основные функции?",3.6
124,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00125.wav,"Джарвис, открой группу вкладок в Google",4.1
125,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00126.wav,"Джарвис, включи песню Jersey Luv Kizaru",5.4
126,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00127.wav,"Джарвис, закажи суши, когда я буду дома",3.9
127,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00128.wav,"Джарвис, прочитай сообщение от Вероники",3.8
128,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00129.wav,"Джарвис, найди информацию про нейросети",3.8
129,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00130.wav,"Джарвис, запиши голосовое сообщение Папе",3.9
130,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00131.wav,"Джарвис, что такое матрица в математике?",3.2
131,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00132.wav,"Джарвис, сколько зарабатывает Илон Маск?",3.6
132,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00133.wav,"Джарвис, как тебе порода собаки Доберман?",3.6
133,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00134.wav,"Джарвис, что едят на завтрак в Австралии?",3.7
134,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00135.wav,"Джарвис, найди на компьютере папку jarvis",4.8
135,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00136.wav,"Джарвис, запиши в телеграмме кружок Анжеле",4.8
136,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00137.wav,"Джарвис, запусти песню Красти Brick Bazuka",5.0
137,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00138.wav,"Джарвис, закажи пиццу на пять часов вечера",4.5
138,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00139.wav,"Джарвис, включи песню Saluki Mansion Musik",4.4
139,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00140.wav,"Джарвис, скажи где мне сейчас купить воды?",3.7
140,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00141.wav,"Джарвис, найди информацию о Дональде Трампе",4.5
141,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00142.wav,"Джарвис, по выше сказанному сделай конспект",4.4
142,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00143.wav,"Джарвис, включи песню С улицы на улицу Экси",5.3
143,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00144.wav,"Джарвис, запиши кружок телеграмм в избранное",4.7
144,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00145.wav,"Джарвис, в гугле найди, кто такой Стив Джобс",5.2
145,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00146.wav,"Джарвис, включи песню Whole Lotta Swag Workal",5.0
146,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00147.wav,"Джарвис, поставь песню White Gallows Парашюты",4.8
147,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00148.wav,"Джарвис, Building responsible AI for everyone",5.3
148,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00149.wav,"Джарвис, какую машину мне лучше будет купить?",3.9
149,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00150.wav,"Джарвис, найди информацию про Дональда Трампа",4.6
150,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00151.wav,"Джарвис, чем отличается TensorFlow от PyTorch?",4.5
151,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00152.wav,"Джарвис, поставь песню Два типа людей Макс Корж",5.5
152,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00153.wav,"Джарвис, поставь песню Jonathon Deering Avarice",5.5
153,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00154.wav,"Джарвис, включи песню Legit Check Friendly Thug",4.5
154,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00155.wav,"Джарвис, в каком жанре песня 2hug В наших руках",5.5
155,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00156.wav,"Джарвис, яркость клавиш на шестьдесят процентов",3.7
156,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00157.wav,"Джарвис, через сколько дней придет мой MacBook?",3.4
157,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00158.wav,"Джарвис, какой компанией доставляют мой телефон?",4.5
158,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00159.wav,"Джарвис, сделай яркость экрана на сорок процентов",3.8
159,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00160.wav,"Джарвис, включи песню Mansion Musik Big Baby Tape",4.0
160,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00161.wav,"Джарвис, найди информацию по столам-трансформерам",4.8
161,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00162.wav,"Джарвис, кто пятикратный чемпион мира по теннису?",4.4
162,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00163.wav,"Джарвис, составь конспект из всего выше сказанного",5.0
163,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00164.wav,"Джарвис, отправь сообщение Семену Чем занимаешься?",5.4
164,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00165.wav,"Джарвис, переведи текст на английский я люблю маму",6.2
165,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00166.wav,"Джарвис, закажи пиццу на адрес Калинина, семнадцать",5.5
166,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00167.wav,"Джарвис, найди на компьютере файл с именем AppStore",5.8
167,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00168.wav,"Джарвис, посоветуй хороший ресторан в Екатеринбурге",4.8
168,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00169.wav,"Джарвис, включи песню Баста, Whole Lotta Swag Workal",5.8
169,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00170.wav,"Джарвис, покажи примеры дизайна комнаты в стиле евро",4.9
170,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00171.wav,"Джарвис, запусти песню Brick Bazuka, Obladaet Красти",6.6
171,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00172.wav,"Джарвис, как правильно оформить машину после покупки?",4.3
172,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00173.wav,"Джарвис, поставь песню We Will Rock You Bishop Briggs",5.9
173,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00174.wav,"Джарвис, отправь сообщение Кисточке Привет, как дела?",5.3
174,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00175.wav,"Джарвис, translate the text into English я люблю папу",5.5
175,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00176.wav,"Джарвис, запланируй свое обучение на пять часов вечера",5.0
176,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00177.wav,"Джарвис, сделай конспект по последним десяти сообщениям",4.5
177,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00178.wav,"Джарвис, какая цена у IPhone, который я недавно заказал?",4.5
178,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00179.wav,"Джарвис, каковы темпы развития искусственного интелекта?",4.5
179,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00180.wav,"Джарвис, расскажи об устройстве нейросетей трансформеров",5.3
180,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00181.wav,"Джарвис, запиши видеосообщение Семену и отправь ему в ВК",5.6
181,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00182.wav,"Джарвис, подробно объясни, как устроена база данных Redis",5.9
182,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00183.wav,"Джарвис, по последним двадцати сообщениям составь конспект",5.4
183,jstt_dataset/main/from_phone_outdoors/from_phone_outdoors_0/main_from_phone_outdoors_00184.wav,"Джарвис, расскажи простыми языком основы высшей математики",5.6
